method,seed,sample_index,masked_cross_entropy,masked_token_accuracy,sequence_reconstruction_accuracy,reference_token_agreement,kl_divergence_from_reference,final_logit_mse,predicted_gronwall_objective_p2,average_bit_width,total_bit_budget,theoretical_activation_memory_ratio,wall_clock_latency_seconds_per_sample,peak_memory_bytes_reference_only,actual_reference_dtype
uniform_8bit,11,6,3.733284027345719,0.16129032258064516,0.0,1.0,1.116475510981775e-06,2.333346826837383e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,11,7,3.409614009241904,0.2903225806451613,0.0,1.0,1.0201136671727703e-06,2.333373524907661e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,17,0,3.654408916350334,0.1935483870967742,0.0,1.0,1.0241243627763564e-06,2.466703453166936e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,17,1,3.636580959443123,0.1935483870967742,0.0,1.0,1.098870510055173e-06,2.3359216650151798e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,17,2,3.6223264817268617,0.1935483870967742,0.0,1.0,1.1618098905009608e-06,2.4765914208875338e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,17,3,3.613992844858477,0.16129032258064516,0.0,1.0,1.1095656983314023e-06,2.3336217876227064e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,17,4,3.7363097283147995,0.22580645161290322,0.0,1.0,1.1218831904472842e-06,2.4169500736001457e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,17,5,3.6773173424505416,0.16129032258064516,0.0,1.0,1.1932495380601575e-06,2.418056752620971e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,17,6,3.5383907441169984,0.22580645161290322,0.0,1.0,1.1037975069015257e-06,2.375423616373859e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,17,7,3.4614451008458293,0.1935483870967742,0.0,1.0,1.1073124985541067e-06,2.4039261681478352e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,23,0,3.493277642034715,0.1935483870967742,0.0,1.0,1.1051794694316003e-06,2.4120152433639424e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,23,1,3.7969585234119045,0.12903225806451613,0.0,1.0,1.1295590910219376e-06,2.3365806966115e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,23,2,3.7312626684865644,0.12903225806451613,0.0,1.0,1.0801088665762255e-06,2.3727381425663722e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,23,3,3.6407549458165325,0.1935483870967742,0.0,1.0,1.0246651307229073e-06,2.3096496489973017e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,23,4,3.5627590610134985,0.25806451612903225,0.0,1.0,1.0391607159568417e-06,2.3553950907831503e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,23,5,3.7479135759415163,0.16129032258064516,0.0,1.0,1.073184032594004e-06,2.349747055338793e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,23,6,3.7650296303533737,0.0967741935483871,0.0,1.0,1.1888933518240528e-06,2.4728069254178404e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,23,7,3.335906982421875,0.3225806451612903,0.0,1.0,1.1192995213693187e-06,2.397102229400433e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,31,0,3.8196034585275958,0.12903225806451613,0.0,1.0,1.1346363011867769e-06,2.550118933281591e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,31,1,3.5749427426245903,0.25806451612903225,0.0,1.0,1.1921980448307529e-06,2.400749068446232e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,31,2,3.6688289642333984,0.1935483870967742,0.0,1.0,1.098284678113076e-06,2.356522996236773e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,31,3,3.7952535998436714,0.0967741935483871,0.0,1.0,1.0433366462107627e-06,2.31662523865159e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,31,4,3.6969256247243574,0.22580645161290322,0.0,1.0,1.109069994380397e-06,2.4404087144507833e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,31,5,3.696349513146185,0.16129032258064516,0.0,1.0,1.087243999204328e-06,2.340199561360585e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,31,6,3.4919009362497637,0.1935483870967742,0.0,1.0,1.0681669077565594e-06,2.3601141067281847e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,31,7,3.50344673279793,0.22580645161290322,0.0,1.0,1.0770144722154064e-06,2.435971392485719e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,43,0,3.5603864423690306,0.16129032258064516,0.0,1.0,1.0946344944738572e-06,2.330799478870411e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,43,1,3.519110925735966,0.22580645161290322,0.0,1.0,1.1810221739353671e-06,2.4232375865047348e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,43,2,3.5323556776969665,0.25806451612903225,0.0,1.0,1.1082738637924194e-06,2.423183779624636e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,43,3,3.686543926115959,0.12903225806451613,0.0,1.0,1.1024155443714511e-06,2.3347069321560764e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,43,4,3.477742564293646,0.2903225806451613,0.0,1.0,1.1807517899620917e-06,2.335952705189195e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,43,5,3.771862737594112,0.1935483870967742,0.0,1.0,1.1310462028749528e-06,2.348257259009481e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,43,6,3.639501387073148,0.1935483870967742,0.0,1.0,1.1114283434806332e-06,2.440301086021317e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,43,7,3.7206678698139806,0.12903225806451613,0.0,1.0,1.0962718196453586e-06,2.3488366658115878e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_6bit,11,0,3.7280177454794607,0.1935483870967742,0.0,1.0,1.7907335272719784e-05,4.0697605131314164e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,11,1,3.555972037776824,0.16129032258064516,0.0,1.0,1.8822675150248314e-05,3.906507411175558e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,11,2,3.4231594147220736,0.3225806451612903,0.0,1.0,1.819123844465902e-05,4.059312097172463e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,11,3,3.4555916324738534,0.25806451612903225,0.0,1.0,1.867944675107156e-05,3.962796566361982e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,11,4,3.6633187570879535,0.2903225806451613,0.0,1.0,1.9997238151488766e-05,3.987272512242799e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
